User_ID,City_ID,Gyms,Local_Services,Monuments,Museums,Parks,Restaurants,Swimming_Pools,Theatres,View_Points
1,158,4.672284505758142,3.1830910969262134,2.635720127287255,1.7479001456391385,2.32223210186216,1.1023566981811554,2.2919033178305304,2.6516476432405938,2.4297564516124477
1,161,0.6018037762320239,0.49918764123070725,1.7726564220891072,2.0651975913305924,3.6402998507056066,0.5925279257875782,0.44404970345869377,0.28110171663852324,4.006950904429389
1,80,0.9364901180879653,0.29974068204045135,0.5216930824580973,3.814972459079327,3.4900532045897936,4.569801167281189,2.4895086919333176,3.521822504198199,3.5061006882150787
1,137,2.9887872695109214,0.8113684804699273,2.3823474678790806,3.0391938592243246,4.446100818211043,2.9332968890685263,3.9988331940121395,2.7220363574159876,1.3069286298531053
1,108,0.27167828824518514,0.9970097839355574,4.8067227222935225,1.983632444181929,3.9545158863798124,3.2540303383872393,3.08312366115862,4.645396750891012,2.1884166420872337
1,118,2.689233921628847,1.5936465177055807,4.767359984286371,1.5105839717127885,4.264832258665294,1.2814162240055267,0.0682787043456623,3.984682216137552,1.673538773800206
1,203,4.399208077853835,0.6219340775660559,0.5752151966282765,3.0323126402546285,3.9863997134415428,0.956586617838151,3.674105380691945,4.937941176137007,4.339536259340909
1,200,3.749516998796474,3.6506991827483652,1.5343475473484385,2.9071694628716416,1.9858284717005703,4.902829517939765,2.702752932251411,3.4454643342693414,4.241233555977102
1,180,1.907490092330476,3.0461956238415318,3.7287439964399165,2.736718748381568,1.0156096627257045,0.9985730089633038,4.415829404698292,2.146552910593009,1.4484494269762465
2,172,2.671778983240009,2.7001235445414,2.136622793499608,1.2747135799791924,0.33431639700269133,2.007602623952647,3.7091544308429274,0.48333612236400647,1.0422730564747096
2,40,3.1276051346714873,3.505227489310802,4.201973403183999,2.3466411262390348,3.039201282383233,4.58678227269112,4.279092434414652,0.5953630253800835,4.019779431837221
2,49,0.8029323137254185,2.358521221221623,4.0363304064046615,1.584802959581736,3.34528039695141,1.1541438450088544,0.3264957731534007,3.475588773857439,0.32068616913212555
2,136,0.6385865854264933,0.9321086025418368,2.886689764637895,4.557797873765328,0.5691250145753918,1.8177552961402403,1.4733162298437563,3.0863987245706763,1.9634786759831868
